document_id,first_submission_month,title,decision,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2410.06215v3,2024-10,DataEnvGym: Data Generation Agents in Teacher Environments with Student Feedback,included,"[""agent_or_tool_system""]","[""mathematics_and_formal_reasoning"", ""software_and_coding"", ""general_or_cross_domain""]","[""runtime_generated_items"", ""interactive_loop""]","[""text"", ""image"", ""code""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.06238v2,2024-10,EVOLvE: Evaluating and Optimizing LLMs For In-Context Exploration,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""runtime_generated_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""program_or_simulation"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.06271v1,2024-10,Probing the Robustness of Theory of Mind in Large Language Models,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.06272v1,2024-10,The Mystery of Compositional Generalization in Graph-based Generative Commonsense Reasoning,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.06396v1,2024-10,MLissard: Multilingual Long and Simple Sequential Reasoning Benchmarks,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""program_or_simulation"", ""generative_model""]","[""reference_or_metric""]","[""en"", ""de"", ""es"", ""pt"", ""ru"", ""uk""]"
arxiv:2410.06420v1,2024-10,ERVQA: A Dataset to Benchmark the Readiness of Large Vision Language Models in Hospital Environments,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2410.06458v2,2024-10,"LLM Self-Correction with DeCRIM: Decompose, Critique, and Refine for Enhanced Following of Instructions with Multiple Constraints",included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2410.06468v2,2024-10,Does Spatial Cognition Emerge in Frontier Models?,included,"[""answering_model"", ""embodied_system"", ""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""video""]","[""program_or_simulation"", ""human_or_real_world""]","[""reference_or_metric"", ""execution_or_environment""]","[""en""]"
arxiv:2410.06526v3,2024-10,KOR-Bench: Benchmarking Language Models on Knowledge-Orthogonal Reasoning Tasks,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.06547v1,2024-10,TuringQ: Benchmarking AI Comprehension in Theory of Computation,included,"[""answering_model""]","[""software_and_coding"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""human_judge"", ""llm_judge""]","[""en""]"
arxiv:2410.06555v1,2024-10,ING-VP: MLLMs cannot Play Easy Vision-based Games Yet,included,"[""answering_model"", ""agent_or_tool_system""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.06566v1,2024-10,Detecting Bias and Enhancing Diagnostic Accuracy in Large Language Models for Healthcare,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.06617v5,2024-10,Learning Evolving Tools for Large Language Models,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.06703v7,2024-10,ST-WebAgentBench: A Benchmark for Evaluating Safety and Trustworthiness in Web Agents,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""structured_data""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.06733v1,2024-10,Weak-eval-Strong: Evaluating and Eliciting Lateral Thinking of LLMs with Situation Puzzles,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2410.06777v1,2024-10,HERM: Benchmarking and Enhancing Multimodal LLMs for Human-Centric Understanding,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2410.06967v1,2024-10,$\texttt{ModSCAN}$: Measuring Stereotypical Bias in Large Vision-Language Models from Vision and Language Modalities,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.07002v3,2024-10,CursorCore: Assist Programming through Aligning Anything,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.07009v3,2024-10,Pap2Pat: Benchmarking Outline-Guided Long-Text Patent Generation with Patent-Paper Pairs,included,"[""answering_model""]","[""law_and_public_policy"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2410.07030v1,2024-10,Clean Evaluations on Contaminated Visual Language Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""runtime_generated_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""unclear""]"
arxiv:2410.07035v1,2024-10,"PositionID: LLMs can Control Lengths, Copy and Paste with Explicit Positional Awareness",included,"[""answering_model"", ""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2410.07069v1,2024-10,ReIFE: Re-evaluating Instruction-Following Evaluation,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.07073v2,2024-10,Pixtral 12B,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2410.07076v6,2024-10,MOOSE-Chem: Large Language Models for Rediscovering Unseen Chemistry Scientific Hypotheses,included,"[""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge"", ""human_judge""]","[""en""]"
arxiv:2410.07087v2,2024-10,"Towards Realistic UAV Vision-Language Navigation: Platform, Benchmark, and Methodology",included,"[""embodied_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""generative_model"", ""program_or_simulation"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.07095v6,2024-10,MLE-bench: Evaluating Machine Learning Agents on Machine Learning Engineering,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""video"", ""audio"", ""code"", ""structured_data""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.07112v2,2024-10,VHELM: A Holistic Evaluation of Vision Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""other_model_judge""]","[""en"", ""ar"", ""bg"", ""de"", ""es"", ""fr"", ""hi"", ""hu"", ""it"", ""pl"", ""sr"", ""sw"", ""zh""]"
arxiv:2410.07113v1,2024-10,Personalized Visual Instruction Tuning,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image""]","[""generative_model""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2410.07166v3,2024-10,Embodied Agent Interface: Benchmarking LLMs for Embodied Decision Making,included,"[""answering_model""]","[""general_or_cross_domain"", ""engineering""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""reference_or_metric"", ""execution_or_environment""]","[""en""]"
arxiv:2410.07177v2,2024-10,MM-Ego: Towards Building Egocentric Multimodal LLMs for Video QA,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""video"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.07225v1,2024-10,Distilling Analysis from Generative Models for Investment Decisions,excluded,null,null,null,null,null,null,null
arxiv:2410.07331v2,2024-10,DA-Code: Agent Data Science Code Generation Benchmark for Large Language Models,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code"", ""structured_data"", ""image""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.07495v2,2024-10,PublicHearingBR: A Brazilian Portuguese Dataset of Public Hearing Transcripts for Summarization of Long Documents,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""pt""]"
arxiv:2410.07516v2,2024-10,Exploring and Lifting the Robustness of LLM-powered Automated Program Repair with Metamorphic Testing,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""runtime_generated_items""]","[""code"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.07553v5,2024-10,COMMA: A Communicative Multimodal Multi-Agent Benchmark,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""healthcare_biomedicine"", ""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""program_or_simulation"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.07752v3,2024-10,Lost in Time: A New Temporal Benchmark for VideoLLMs,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.07765v1,2024-10,GameTraversalBenchmark: Evaluating Planning Abilities Of Large Language Models Through Traversing 2D Game Maps,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2410.07819v2,2024-10,Uncovering Overfitting in Large Language Model Editing,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.07820v1,2024-10,Mitigating Gender Bias in Code Large Language Models via Model Editing,included,"[""answering_model""]","[""software_and_coding"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text"", ""code""]","[""program_or_simulation"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.07869v3,2024-10,Benchmarking Agentic Workflow Generation,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""other_model_judge""]","[""en""]"
arxiv:2410.07959v2,2024-10,COMPL-AI Framework: A Technical Interpretation and LLM Benchmarking Suite for the EU Artificial Intelligence Act,included,"[""answering_model""]","[""general_or_cross_domain"", ""cybersecurity"", ""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""execution_or_environment"", ""other_model_judge""]","[""en""]"
arxiv:2410.07961v3,2024-10,QCircuitBench: A Large-Scale Dataset for Benchmarking Quantum Algorithm Design,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric"", ""execution_or_environment""]","[""en""]"
arxiv:2410.07985v3,2024-10,Omni-MATH: A Universal Olympiad Level Mathematic Benchmark For Large Language Models,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2410.08085v4,2024-10,Can Knowledge Graphs Make Large Language Models More Trustworthy? An Empirical Study Over Open-ended Question Answering,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""runtime_generated_items""]","[""text"", ""structured_data""]","[""generative_model"", ""program_or_simulation"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2410.08133v1,2024-10,Assessing Episodic Memory in LLMs with Sequence Order Recall Tasks,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2410.08145v2,2024-10,Insight Over Sight: Exploring the Vision-Knowledge Conflicts in Multimodal LLMs,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""human_judge""]","[""en""]"
